id, Type, SKU, Name, Published,"Is featured?","Visibility in catalogue", Short description,Description,"Date sale price starts","Date sale price ends", Tax status,Tax class,In stock?,Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note",Sale price,"Regular price", Categories,Tags,Shipping class,Images,Download limit,"Download expiry days","Parent","Grouped products",Upsells,"Cross-Sells","Externe URL", Button Text,Position,"Is service?","Is differential taxed?","Has free shipping?","Unit price regular",Unit price sale,"Unit price calculated automatically?", Unit,Unit base,Unit product,Cart description,Delivery time"Sale price label","Sale price regular label","Attribute 1 name","Attribut 1 value(s)","Attribute 1 visibility","Attribute 1 Global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visibility","Attribute 2 Global","Attribute 3 Name","Attribute 3 value(s)","Attribute 3 visibility","Attribute 3 Global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visibility","Attribute 4 Global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visibility","Attribute 5 Global","Meta: _min_variation_price","Meta: _max_variation_price","Meta: _min_price_variation_id","Meta: _max_price_variation_id","Meta: _min_variation_regular_price","Meta: _max_variation_regular_price","Meta: _min_regular_price_variation_id","Meta: _max_regular_price_variation_id","Meta: _min_variation_sale_price","Meta: _max_variation_sale_price","Meta: _min_sale_price_variation_id","Meta: _max_sale_price_variation_id"
"","simple","","FJÄLLRÄVEN","1","0","visible","Rucksack KANKEN 16 l","Der Rucksack KÅNKEN von FJÄLLRÄVEN begeistert seit 1978 nicht nur, weil dieser unschlagbar rückenfreundlich ist. Der aus strapazierfähigem und leichtem Material hergestellte Klassiker weist auch Schmutz und Nässe ab und ist praktisch unverwüstlich. Der große Innenraum bietet ausreichend Platz für Ihre Essentials. Ein Sitzkissen aus Schaumstoff kann im rückwärtigen Innenfach einfach verstaut und bei Bedarf schnell hervorgeholt werden. Sein sportiver Look wird durch das raffinierte Tragesystem komplettiert: Griffe an der Oberseite ermöglichen ein besseres Halten, während schmale, verstellbare Schultergurte ein komfortables Tragen am Rücken versprechen.","","","taxable","","1","1","0","0","","","","","1","","89,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/18/02/100054234416004_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","SCHWARZ,SCHWARZ,FOG,TAUPE,GRAPHITE,SAND,OLIV,GRÜN/ ROSA,FORREST GREEN,OLIV,SKY BLUE,MINT,BLAU,NAVY,ROSA,ROT,OCHRE,GELB,HELLBLAU,ROYAL","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","Nike","1","0","visible","Sporttasche GYM CLUB","Mit der Sporttasche GYM CLUB von Nike steht einem erfolgreichen Training nichts mehr im Wege! Dank wasserabweisendem DWR-Material ist Ihr Trainings-Equipment bestens geschützt. Die praktische Tasche ist außerdem ausgestattet mit einem abnehmbaren und längenverstellbaren Schulterriemen, zwei Tragehenkeln und einem verstärkten Taschenboden. Der coole Logo-Print auf der Vorderseite verleiht dem Modell einen coolen Touch!","","","taxable","","1","1","0","0",""," 23 "," 56 ","30,5 ","1","","29,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/18/04/100076253913003_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","SCHWARZ/ WEISS,PINK/ GRAU MELIERT,FUCHSIA MELIERT,BEERE/ WEISS","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","Herschel","1","0","visible","Rucksack CLASSIC XL 30 l","Der Rucksack CLASSIC XL von Herschel empfiehlt sich als unverzichtbarer Begleiter für den aktiven Lebensstil. Das Modell begeistert nicht nur durch sein cleanes Design, sondern auch mit seinem großzügigen Innenraum: Das Piece fasst einen Laptop von bis zu 15 Zoll. Setzen Sie im Alltag auf dieses funktionale Accessoire!","","","taxable","","1","1","0","0","","","","Tas","1","","64,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/18/08/100078852416001_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","SCHWARZ,GRAU MELIERT,DUNKELGRÜN,GRÜN/ BRAUN CAMOUFLAGE","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","THE NORTH FACE","1","0","visible","Rucksack BERKELEY","In dem zeitlosen und funktionellen Rucksack BERKELEY von THE NORTH FACE sind Ihre Go-to-Essentials sicher untergebracht. Das geräumige Fach auf der Vorderseite schließt mit Reißverschluss, weshalb Schlüssel, Smartphone und Co. stets griffbereit sind. Die integrierte Fahrradlampenschlaufe dient der sicheren Befestigung.","","","taxable","","1","1","0","0",""," 18 "," 31 ","43 ","1","","","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/18/07/100084184517000_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","BRAUN,BLAU","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","Nike","1","0","visible","Trainingsbeutel HERITAGE ","Der Trainingsbeutel HERITAGE von Nike präsentiert sich mit großflächigem Logo-Print auf der Vorderseite. Während das Hauptfach mit seitlichen Verstärkungen ausreichend Platz für Sportschuhe, Handtuch &amp; Co. bietet, können in der seitlichen Reißverschlusstasche persönliche Dinge wie der Schlüsselbund aufbewahrt werden. Auch in der Freizeit funktioniert die Gymbag als urbanes Accessoire!","","","taxable","","1","1","0","0",""," 5 "," 31 ","44 ","1","","17,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/18/04/100076253214002_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","011 BLACK,GRAU/ ANTHRAZIT,PETROL/ WEISS,BLAU/ WEISS,HELLBLAU/ SCHWARZ,NAVY/ PINK,DUNKELBLAU/ HELLROSA","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","Herschel","1","0","visible","Rucksack RUSKIN 21,5 l","Der perfekte Begleiter für Ihr Daily-Life ist der stylishe Rucksack RUSKIN von Herschel. Genießen sie tollen Komfort mit wasserdichtem Material und Reißverschlüssen. Cooles Gummi-Detail und Logo-Badge komplettieren das Design. Ergonomisch geformte Schultergurte mit Air-Mesh-Polsterung versprechen ein angenehmes tragen auf dem Rücken. Das großzügige Hauptfach bietet mit integriertem Laptopfach genügend Stauraum für Ihre Utensilien. Investieren Sie in diesen sportiven Look!","","","taxable","","1","1","0","0",""," 14 "," 31 ","45 ","1","","","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/17/09/100067230114000_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","GRAU  ,OLIV","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","Nike","1","0","visible","Trainingsbeutel BRASILIA ","Überzeugt in charakteristisch sportiver Optik: der Trainingsbeutel BRASILIA von Nike. Das Modell bietet ausreichend Stauraum und erlaubt einen sicheren Transport Ihrer Workout-Ausrüstung dank Kordelzug-Funktion. Ein seitliches Reißverschlussfach auf der Rückseite ermöglicht das Aufbewahren von Smartphone, Schlüssel &amp; Co.","","","taxable","","1","1","0","0","","","","Tas","1","","","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/17/01/100060027818000_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","SCHWARZ,GRAU,ROYAL,ROT,PINK","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","FJÄLLRÄVEN","1","0","visible","Rucksack RE-KANKEN MINI","Der Rucksack RE-KANKEN MINI von FJÄLLRÄVEN wurde mit seinen verstellbaren Schulterriemen sowohl für den kleinen als auch den großen Rücke konzipiert. Das Besondere: Gefertigt aus recyceltem Polyester kann das Accessoire ressourcenschonend wiederaufbereitet werden. In den zwei Seitentaschen sowie in dem Außenfach auf der Vorderseite lassen sich Ihre Go-To-Essentials sicher verstauen. Denken Sie mit!","","","taxable","","1","1","0","0",""," 13 "," 20 ","29 ","1","","79,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/17/08/100067279118700_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","GRAPHIT,HELLBLAU,PINK","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","Herschel","1","0","visible","Rucksack LITTLE AMERICA 25 l","Die funktionelle Ausstattung des Rucksacks LITTLE AMERICA von Herschel harmoniert wunderbar mit seinem charakteristischen Design und seiner robusten Verarbeitung. Der große Innenraum und das kleine Reißverschlussfach auf der Front sind mit Riemen mit verdeckten Magnetknöpfen ausgestattet. Diese erlauben das leichte Auf- und Zumachen der Fächer. Zusätzlich ist der Innenraum des Rucksacks mit einem Kordelzug versehen. Im Inneren befinden sich ein Laptopfach und seitliche Steckfächer für Smartphone, MP3-Player &amp; Co. Die ergonomisch geformten Schultergurte mit Mesh-Polsterung versprechen ein komfortables Tragen am Rücken.","","","taxable","","1","1","0","0","","","","","1","","109,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/16/07/100058615413000_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","SCHWARZ,SCHWARZ,GRAU","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
"","simple","","pinqponq","1","0","visible","Rucksack CUBIK MEDIUM ","Der Rucksack CUBIK MEDIUM von pinqponq zielt auf Beständigkeit, denn die Materialien werden zu 100 Prozent aus recycelten PET-Flaschen hergestellt und garantieren eine lange Lebensdauer. Zudem präsentiert sich das Design mit gepolstertem Rückteil sowie verstärkten, längenverstellbaren Schulterriemen, während das Piece mit einem durchgängigen Zwei-Wege-Reißverschluss schließt und drei Außenfächer besitzt. Das Innenleben besticht mit gepolstertem Laptopfach sowie diversen Steck- und Reißverschlussfächern, die Ihren Habseligkeiten genügend Stauraum zur Verfügung stellen. Hier wird Nachhaltigkeit zum Trend – toll!","","","taxable","","1","1","0","0",""," 12,5 "," 29 ","45 ","1","","119,99 ","","sport taschen","","","https://cms.brnstc.de/product_images/144x197/18/07/100081906512000_0.jpg","","","","","","","","","0","","","","","","","","","","","","","","color","SAND,SCHWARZ,GRAU,SCHWARZ/ WEISS,MINT,OCEAN","1","1","Size","One Size","1","1","","","","","","","","","","","","","","","","","","","","","","","","",
